mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.9706155776977539,0.03300952889038772,0.017827558517456054,0.0003884390943353061,200,7,8,0.5,82,"{'n_estimators': 200, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 0.5, 'max_depth': 82}",0.04396059280150666,0.03250703628390672,0.06670324035488462,0.06684099719469128,0.03890708920185315,0.04978379116736849,0.014338162939690135,14
10.656377029418945,0.13295081842633444,0.04440593719482422,0.00316960024594002,500,4,4,1.0,32,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 32}",0.040750685260067976,0.029089299744236907,0.06631297757641463,0.07147507122996655,0.02873028873796668,0.04727166450973055,0.018249825612966203,27
0.2546797752380371,0.005929048483724367,0.00253911018371582,8.312441108357639e-05,20,7,2,0.5,82,"{'n_estimators': 20, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 82}",-0.020822738819910702,-0.001318924452522463,0.012974172629693803,0.005254729729363472,-0.046497197503080345,-0.010081991683291247,0.021377670349025976,83
4.432492685317993,0.05862036640255095,0.03672094345092773,0.001081512784899977,500,7,12,0.5,22,"{'n_estimators': 500, 'min_samples_split': 7, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 22}",0.04945022404931165,0.037190431846241934,0.07177341767220835,0.0633497002107214,0.036024793294692214,0.05155771341463511,0.014141128312632673,3
4.520045423507691,0.09155739820524643,0.01867389678955078,0.0009119534897616198,200,7,4,1.0,42,"{'n_estimators': 200, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 42}",0.032851634994673806,0.0208204559011842,0.06215316012861327,0.06149864992155252,0.019611220394346707,0.0393870242680741,0.01889831804044739,47
0.08193984031677246,0.0016435305477337687,0.0023258209228515627,3.637408108782462e-05,20,2,8,sqrt,42,"{'n_estimators': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 42}",0.028449302336565507,0.03466626532052852,0.04827256114130929,0.05012385146442144,0.02931585307302842,0.038165566667170636,0.009274915048102331,51
0.7296522617340088,0.010887060024930178,0.015523004531860351,0.000118700409973915,200,3,12,sqrt,82,"{'n_estimators': 200, 'min_samples_split': 3, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 82}",0.0419692701069575,0.03905149382718953,0.05846617342876992,0.05817350616325989,0.040851541612829334,0.047702397027801234,0.008719450663091603,25
23.174495458602905,0.40193059979614354,0.09443597793579102,0.006678494325603675,1000,5,2,1.0,92,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 92}",0.03985647689127825,0.03153118230767904,0.06585335144807547,0.07024569830949212,0.021210844617456037,0.045739510714796185,0.019200322721652917,31
0.00039825439453125,2.024655290437326e-05,0.0,0.0,20,1,12,1.0,82,"{'n_estimators': 20, 'min_samples_split': 1, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 82}",,,,,,,,87
3.861185169219971,0.07642087459615368,0.01672849655151367,0.00038514531924506993,200,4,8,1.0,92,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 1.0, 'max_depth': 92}",0.04249878387583528,0.034650351767262166,0.06201027880541288,0.06279261362158106,0.030273247498809774,0.046445055113780234,0.013606868140670329,29
0.09271540641784667,0.0032920946203087386,0.0023978233337402345,5.72314649169886e-05,20,3,4,sqrt,22,"{'n_estimators': 20, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 22}",0.0018255618005370566,-0.001391466267895325,0.021638914441021617,0.06218872041297885,-0.004472440309034154,0.01595785801552161,0.024850291664895663,75
0.0002861499786376953,5.753853922579368e-05,0.0,0.0,50,1,2,1.0,52,"{'n_estimators': 50, 'min_samples_split': 1, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 52}",,,,,,,,87
3.4707272052764893,0.07257391944283928,0.01723060607910156,0.0008205840849172466,200,5,12,1.0,92,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 92}",0.04249195980754561,0.03453130699758522,0.07315095434991825,0.05682691878180768,0.033560828425881595,0.048112393672547674,0.015037657476521906,23
0.16917109489440918,0.005145078779257921,0.002084493637084961,6.401190313160537e-05,20,4,12,0.5,12,"{'n_estimators': 20, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 12}",0.03190835983149842,0.02309897057754373,0.0645891652776528,0.043443878732296826,0.04814378525787144,0.04223683193537264,0.014205005728408155,41
4.62818341255188,0.06480590461472774,0.08667864799499511,0.0018697380468939528,1000,2,4,sqrt,82,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 82}",0.04358218366787037,0.033241316859195846,0.06862068270034971,0.06232549048536529,0.03348450562736538,0.04825083586802932,0.01468436614626875,22
9.391250514984131,0.14977943485861353,0.07559413909912109,0.0034827005164213007,1000,5,8,0.5,72,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 0.5, 'max_depth': 72}",0.04620384894496565,0.0359707901117321,0.06368598966231243,0.06567589960523024,0.03761193703042154,0.04982969307093239,0.012630033383009654,12
0.05160059928894043,0.0019737440885823523,0.0016652584075927735,0.00019269665099954113,10,2,2,sqrt,62,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 62}",-0.0484850762178366,-0.0748504567559809,-0.04197527129586254,-0.019002767721132408,-0.041034629751649065,-0.0450696403484923,0.017910335044301433,86
9.939383363723755,0.08267796363035405,0.07506237030029297,0.001340402708593323,1000,3,4,0.5,12,"{'n_estimators': 1000, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 12}",0.04361763327446533,0.033346914718686005,0.0694931968802317,0.07193133571268162,0.03263977020590736,0.050205770158394405,0.0172057777323376,9
2.4336891651153563,0.052312269091660445,0.010686492919921875,0.0004197969807974647,100,8,2,1.0,22,"{'n_estimators': 100, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 22}",0.03356754293308717,0.006516431263006051,0.06347239429932539,0.04960997285893498,0.0029858099863204757,0.031230430268134813,0.02362775591432114,65
0.029511213302612305,0.0004576626308508401,0.0010194778442382812,4.1655758355178527e-05,10,5,4,0.5,2,"{'n_estimators': 10, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 2}",0.030018024889991057,0.029868801974591852,0.05624957451894985,0.0240653228533253,0.029032792466077484,0.03384690334058711,0.011412451594064,61
0.22787294387817383,0.0059996023057189655,0.0014713287353515625,2.2903278459525265e-05,10,2,4,1.0,82,"{'n_estimators': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 82}",-0.026434290469562027,-0.039154655072158207,0.005822903989901818,0.030682456473391073,-0.08300971930332057,-0.022418660876349583,0.03894819583482205,84
0.037202072143554685,0.00099928834330174,0.0013194084167480469,0.00010855918165391788,10,5,12,sqrt,82,"{'n_estimators': 10, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 82}",0.00653433836321482,0.005020929976667254,0.047615267605793266,0.03686510963622125,0.017197738756235537,0.022646676867626427,0.01688525798400363,72
3.6509758472442626,0.06253454529384,0.07349486351013183,0.0015633350713359,1000,5,12,sqrt,,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': None}",0.04491048897544547,0.03493934155766143,0.06948493335504613,0.05852810283585197,0.04120102048994467,0.04981277744278993,0.012508912822496077,13
0.18303384780883789,0.001388052095304113,0.004426383972167968,0.00014952845395574602,50,5,12,sqrt,52,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 52}",0.04784924478281849,0.04285612921853632,0.07392529291599914,0.055623737918927496,0.03939816995102907,0.05193051495746211,0.01227575714508856,2
0.10155816078186035,0.002058467702263909,0.0024286746978759766,5.383544310048194e-05,20,8,2,sqrt,62,"{'n_estimators': 20, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 62}",0.01606623242654326,-0.024885217607741428,0.047517610702971114,0.01068746988672531,-0.0055381868668045175,0.008769581708338747,0.024065273388609688,77
1.0001553535461425,0.019187786690361176,0.018952083587646485,0.000132781161078015,200,8,2,sqrt,42,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 42}",0.04321252021426525,0.0347435188377907,0.06819527634038314,0.061055521423341474,0.03541692616867864,0.04852475259689184,0.01366679920250061,20
0.04668846130371094,0.002738731648979199,0.0013910293579101562,3.3046776023908445e-05,10,8,4,sqrt,92,"{'n_estimators': 10, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 92}",-0.011069941165112507,0.005679983528588783,0.004185205418810178,-0.013403066575948808,-0.001339698618056051,-0.003189503482343681,0.007783239407712646,81
0.515161657333374,0.0041988308335228165,0.005336093902587891,2.2412563859054725e-05,100,5,2,1.0,2,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 2}",0.039042128777247886,0.027506938099107092,0.03953081213422638,0.04042506877331431,0.03945045206274478,0.03719107996932809,0.004863060310054702,54
0.0008941173553466796,0.0012134852082614316,0.0,0.0,20,1,12,sqrt,12,"{'n_estimators': 20, 'min_samples_split': 1, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 12}",,,,,,,,87
0.929696798324585,0.011411439058153729,0.01830453872680664,0.0001448574780786676,200,2,4,sqrt,32,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 32}",0.04230515216462394,0.036411125040637815,0.07748501047925982,0.06630459398864297,0.02874890918057349,0.05025095817074761,0.018527966715473534,8
0.03729658126831055,0.0006723061072623518,0.0012450218200683594,3.1717378353688625e-05,10,5,12,sqrt,92,"{'n_estimators': 10, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 92}",0.023700557270982192,-8.512522306935999e-05,0.047859999315156165,0.0262994737236546,0.0013096384248069137,0.019816908702306103,0.017788374372452988,73
0.9842291831970215,0.01691585333131669,0.008541250228881836,7.488083485325738e-05,100,4,8,0.5,52,"{'n_estimators': 100, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 0.5, 'max_depth': 52}",0.04342018513024548,0.03093329551981694,0.061570872742094496,0.05854515233349655,0.035918733862096985,0.04607764791755009,0.012125145233144558,30
11.751569032669067,0.2295163494011821,0.04596476554870606,0.0015422456292026794,500,5,2,1.0,72,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 72}",0.034279732461123036,0.026247218485111024,0.0683962247548413,0.06930456203686186,0.017909502985979153,0.04322744814478328,0.02155398500186213,40
0.0002774715423583984,3.7085977408389604e-05,0.0,0.0,100,1,12,sqrt,2,"{'n_estimators': 100, 'min_samples_split': 1, 'min_samples_leaf': 12, 'max_features': 'sqrt', 'max_depth': 2}",,,,,,,,87
0.894002103805542,0.013014042966951836,0.008609771728515625,0.0005466012443817015,100,3,12,0.5,42,"{'n_estimators': 100, 'min_samples_split': 3, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 42}",0.04214612160818365,0.029271459095844388,0.06420111205308032,0.059460073839765704,0.030181887924808026,0.04505213090433642,0.01451117443691179,32
1.0536206245422364,0.03128265960899962,0.021539068222045897,0.0003192775207100229,200,4,2,sqrt,22,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 22}",0.039959408503063676,0.03204462008380049,0.06255514302250231,0.06633108438570834,0.03653927226521947,0.04748590565205886,0.014121847742205464,26
1.2391539573669434,0.02303708829131985,0.00639638900756836,0.00043280488141774273,50,7,2,1.0,52,"{'n_estimators': 50, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 1.0, 'max_depth': 52}",0.031095844922546245,-0.021717922592841665,0.03289621645157503,0.038893902890663856,0.011249204823269965,0.018483449299042685,0.02214439699471379,74
5.013598489761352,0.03017774883347807,0.04380202293395996,0.0005303160484918118,1000,5,8,1.0,2,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 1.0, 'max_depth': 2}",0.040775900496705986,0.027040123454548426,0.040107771786852986,0.040195496833116184,0.041775439276676374,0.03797894636957999,0.005501620691467743,52
2.3181343555450438,0.046054768151846226,0.01931614875793457,0.0004452524101830344,200,3,4,0.5,52,"{'n_estimators': 200, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 52}",0.03873878875007719,0.033923230501978985,0.06835074352227033,0.06743997444714056,0.027119560117368824,0.04711445946776718,0.0173669957174628,28
0.26032490730285646,0.006852183861870958,0.0028719425201416014,0.0004925393954590368,20,2,2,0.5,52,"{'n_estimators': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 52}",0.008511484052032836,0.0062273588720904716,0.03388070946861521,0.021007104236952068,-0.012383206511860756,0.011448690023565966,0.015481650745612313,76
0.8923007488250733,0.017115179111645475,0.009137582778930665,0.00031261246984906616,100,3,12,0.5,82,"{'n_estimators': 100, 'min_samples_split': 3, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 82}",0.03764967324640911,0.029258476181602044,0.05989023645873126,0.053878753886238084,0.03750949952083382,0.04363732785876286,0.011394713761081771,38
3.803214454650879,0.0679073747007573,0.01584177017211914,0.00017125302328917992,200,4,8,1.0,62,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': 1.0, 'max_depth': 62}",0.042153454255955736,0.03477530272964102,0.0655816044883949,0.06943049431164805,0.03582143207745614,0.04955245757261917,0.014924613977774236,16
2.3108091354370117,0.0512554366511739,0.018767023086547853,0.00024900268384643484,200,4,4,0.5,42,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 42}",0.034582726046517576,0.03798197721333718,0.06039373523583613,0.06449237809738995,0.021416372265810057,0.04377343777177818,0.016268726756971504,37
0.030635881423950195,0.00048012750744757333,0.0009903430938720704,2.2847118891931334e-05,10,7,4,0.5,2,"{'n_estimators': 10, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 2}",0.030379431888816866,0.01922355204108428,0.03874853169563808,0.03511546440898905,0.03540155631059072,0.0317737072690238,0.0068180232518557865,64
0.8724992752075196,0.019629362419585912,0.005105209350585937,0.0004370786100629037,50,7,12,1.0,22,"{'n_estimators': 50, 'min_samples_split': 7, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 22}",0.05103363530033567,0.02642454342453715,0.06411131336740694,0.06029067623563278,0.01704748602860262,0.04378153087130303,0.018731893244025084,36
0.1805941104888916,0.004800427596092625,0.002225494384765625,0.0004505994230095865,20,7,12,0.5,42,"{'n_estimators': 20, 'min_samples_split': 7, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 42}",0.02301140036360716,0.015900667884445663,0.06597195029738079,0.059372215715104426,0.022257132001391455,0.0373026732523859,0.020964955410792876,53
0.36040458679199217,0.008603334945011639,0.0021850109100341798,0.00021518755964965592,20,5,12,1.0,,"{'n_estimators': 20, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': None}",0.044962684340918546,0.03551995405954134,0.03882100594034099,0.043264293951374544,0.02187877383086534,0.03688934242460815,0.008206614096034093,56
0.07212371826171875,0.011715912777546985,0.0017217159271240234,0.0003913463185583142,20,4,12,0.5,2,"{'n_estimators': 20, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 2}",0.03979777052034905,0.02150693156151462,0.040257119551054044,0.02884303692445289,0.03901675361187107,0.033884322433848334,0.007490495651954077,60
0.03666453361511231,0.00704056663462877,0.001465177536010742,3.39331205790537e-05,20,8,2,sqrt,2,"{'n_estimators': 20, 'min_samples_split': 8, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 2}",0.027266839293091705,0.018947109832768816,0.02814189130571343,0.029048369217429926,0.02388383740996214,0.025457609411793203,0.003694200890948182,71
0.00022954940795898436,1.3800626271958418e-05,0.0,0.0,50,1,12,1.0,92,"{'n_estimators': 50, 'min_samples_split': 1, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 92}",,,,,,,,87
0.3432478904724121,0.011867952553619138,0.0020928382873535156,3.840981766571421e-05,20,4,12,1.0,42,"{'n_estimators': 20, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 42}",0.0534370619158967,0.016088360925132328,0.04233136336269938,0.04377031688649302,0.00863678936517076,0.03285277849107844,0.01732171334232617,63
0.1985006332397461,0.004324938433361176,0.002431964874267578,0.0005792736181632732,20,7,8,0.5,62,"{'n_estimators': 20, 'min_samples_split': 7, 'min_samples_leaf': 8, 'max_features': 0.5, 'max_depth': 62}",0.0360667459259888,0.018205189502364605,0.05851150751433143,0.06522305191646405,0.0015076123807182817,0.03590282144797343,0.023946156496897172,58
0.9293424606323242,0.01693100479327541,0.01838974952697754,0.0003074883739920654,200,3,4,sqrt,,"{'n_estimators': 200, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",0.0437003948447674,0.034265299481948674,0.07715664151172374,0.06328343284970861,0.035695030309805476,0.05082015979959078,0.01674793980958048,5
0.22389979362487794,0.005494177350242451,0.0015269756317138673,5.299516776801674e-05,10,8,4,1.0,72,"{'n_estimators': 10, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 72}",-0.03790027945292618,-0.04443262412757876,-0.021152723218218483,0.013676918366150703,-0.03312124406361172,-0.024585990499236886,0.020590518347977566,85
0.20200686454772948,0.016422205946870303,0.004406499862670899,0.00010054848419837057,50,8,8,sqrt,12,"{'n_estimators': 50, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'max_depth': 12}",0.03757863905204428,0.013397511236949544,0.06657343972394691,0.06208873880425714,0.020378660616942268,0.04000339788682803,0.021413137927031634,43
0.9351035594940186,0.012921667965353377,0.018372249603271485,0.0002017145964638067,200,4,4,sqrt,32,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 32}",0.04469439237276296,0.03227043453172984,0.07115866734271803,0.06257578668938057,0.038606904877496295,0.04986123716281754,0.014683548068569672,11
0.49692497253417967,0.008901279608130351,0.004502677917480468,2.9284790149320942e-05,50,8,8,0.5,,"{'n_estimators': 50, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 0.5, 'max_depth': None}",0.03914885429343762,0.029486163646346375,0.06743162264709501,0.042483197542948825,0.020077443661091987,0.03972545635818396,0.015915129751251086,45
8.101139211654663,0.1474880895244142,0.03557295799255371,0.001050132806141948,500,4,12,1.0,92,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 92}",0.04865999071642524,0.029204023542063418,0.06924537150056143,0.06354621869478183,0.03194691344015688,0.04852050357879776,0.01614386578782192,21
0.6333030700683594,0.015783296720205345,0.005198240280151367,5.2969075344646626e-05,50,7,2,0.5,92,"{'n_estimators': 50, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': 92}",0.028023325942925448,0.007595734624370576,0.07238993625593604,0.0649406623714508,0.001130428335030742,0.03481601750594272,0.02912420634152505,59
8.342211055755616,0.13746521757231292,0.07166733741760253,0.003183278372756881,1000,5,12,0.5,82,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_features': 0.5, 'max_depth': 82}",0.05024505437677207,0.03348923166860218,0.06970554297231746,0.0623368995811997,0.03663946415397268,0.050483238550572816,0.014074866665516245,7
0.019471359252929688,0.005069603889643869,0.0010191917419433594,6.842378951259219e-05,10,4,2,sqrt,2,"{'n_estimators': 10, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 2}",0.026503559417679012,0.02910623364564513,0.023803853886408266,0.0334310184265344,0.030314175403127752,0.028631768155878912,0.0032840963272617314,67
4.400377941131592,0.20720464230006386,0.017964506149291994,0.0009960530469935464,200,8,4,1.0,52,"{'n_estimators': 200, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 52}",0.03638788309434959,0.02383737017402099,0.055448363677826684,0.05189233588670272,0.027530730262714465,0.039019336619122894,0.012688827913124855,48
2.2780764579772947,0.027858390624798727,0.009295129776000976,0.0003359048756805159,100,5,4,1.0,32,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 32}",0.03427691945281941,0.017625139616468943,0.04862364645215467,0.07134326750013398,0.02995120673731566,0.04036403595177853,0.01838733998714318,42
0.17989416122436525,0.01789100036068471,0.001267385482788086,4.8106087205682084e-05,10,4,12,1.0,12,"{'n_estimators': 10, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 1.0, 'max_depth': 12}",0.0002494285547715025,0.003923781228153844,-0.00999090849812112,-0.0020679559615972565,-0.00762132090163381,-0.0031013951156853682,0.005090073519606125,80
2.52817063331604,0.02223814203526818,0.022174072265625,0.0009407069077808794,500,8,4,1.0,2,"{'n_estimators': 500, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 1.0, 'max_depth': 2}",0.0417766626171977,0.02684138477020459,0.039699505417631675,0.04112081907829457,0.041469870481489424,0.03818164847296359,0.005714555539574868,50
